year,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals,crime_total_murders,crime_total_firearms,crime_handguns,crime_rifles,crime_shotguns,crime_firearms_type_unknown,crime_knives__cutting _instruments,crime_other_weapons,crime_hands_fists_feet_etc,Political
31-Dec-16,Tennessee,106082,62697,319169,210161,5011,11092,3,0,0,0,0,0,0,388,87,84,0,0,0,0,0,0,0,0,714774,486,356,202,10,7,137,49,69,12,Red
31-Dec-15,South Carolina,86351,0,121972,85004,5798,4335,8,44,58,4,12746,10458,38,98,22,1,0,0,21,31,0,7,1,0,326997,394,312,201,7,10,94,34,34,14,Red
31-Dec-19,Louisiana,22367,1261,119091,100417,9144,7355,3,129,108,9,12500,9404,77,3,0,0,0,0,188,173,23,8,4,0,282264,522,433,200,21,3,209,24,54,11,Red
31-Dec-09,Tennessee,100410,0,166340,135670,0,6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408991,461,295,200,13,22,60,45,92,29,Red
31-Dec-09,Alabama,2619,0,119867,146978,819,6787,2,123,174,0,18155,22344,0,0,0,0,0,0,0,0,0,0,0,0,317868,318,229,196,1,32,0,29,40,20,Red
31-Dec-07,Tennessee,0,0,114808,121906,0,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241741,397,252,190,11,11,40,50,72,23,Red
31-Dec-10,Missouri,23095,0,149923,141957,2825,6491,0,42,102,1,7422,17806,8,0,0,0,0,0,0,0,0,0,0,0,349672,419,321,189,26,4,102,35,49,14,Red
31-Dec-14,Louisiana,30,0,127666,146614,6389,7075,0,46,46,5,12560,14912,14,0,0,0,0,0,0,0,0,0,0,0,315357,407,319,189,9,13,108,46,30,12,Red
31-Dec-18,South Carolina,57252,1770,111804,73595,8877,5836,7,124,77,8,12264,7338,40,1067,243,14,0,0,245,161,16,5,6,0,280749,386,296,188,8,6,94,29,42,19,Red
31-Dec-10,North Carolina,150722,0,3007,128899,2059,1839,0,104,278,0,16720,27957,52,0,0,0,0,0,0,0,0,0,0,0,331637,445,286,188,21,25,52,56,72,31,Red
31-Dec-17,South Carolina,148381,7795,123035,80375,6690,8530,11,270,138,8,12597,7975,40,672,53,9,0,0,191,120,11,8,5,6,396920,387,312,183,11,8,110,29,36,10,Red
31-Dec-12,Tennessee,74627,0,233098,206066,0,10331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524122,387,254,183,7,6,58,37,73,23,Red
31-Dec-19,Tennessee,144554,2139,295844,174389,17451,0,11,0,0,0,9,6,0,810,95,5,0,0,0,0,0,0,0,0,635313,498,391,173,13,7,198,41,46,20,Red
31-Dec-16,South Carolina,149428,0,132473,87413,6778,4490,6,76,81,9,12495,9092,60,405,62,2,0,0,51,38,4,8,5,2,402978,363,281,172,7,9,93,29,36,17,Red
31-Dec-08,Missouri,7896,0,138874,147805,0,6317,0,35,131,0,4498,15931,0,0,0,0,0,0,0,0,0,0,0,0,321487,455,349,172,25,15,137,41,53,12,Red
31-Dec-11,Tennessee,96198,0,188776,158193,0,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451107,373,244,172,7,13,52,51,62,16,Red
31-Dec-06,Indiana,0,0,69885,107529,0,2849,0,1,110,0,7,5274,0,0,0,0,0,0,0,0,0,0,0,0,185655,339,239,171,20,10,38,36,45,19,Red
31-Dec-08,Tennessee,136,0,146725,129725,0,6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282819,408,240,170,11,19,40,53,91,24,Red
31-Dec-09,Missouri,13189,0,158961,151973,1252,8107,0,63,134,0,5650,16349,0,0,0,0,0,0,0,0,0,0,0,0,355678,381,276,170,8,11,87,40,50,15,Red
31-Dec-16,Indiana,946912,0,278182,177218,17764,9082,90,21,41,4,374,6380,88,165,1,6,0,0,228,120,20,17,12,0,1436725,348,287,169,12,2,104,19,32,10,Red
31-Dec-14,Missouri,58191,0,216695,188792,9204,11118,0,51,103,0,13198,19651,58,0,0,0,0,0,0,0,0,1,1,0,517063,402,314,166,24,5,119,35,43,10,Red
31-Dec-14,Indiana,258993,0,205212,159207,9370,7351,42,10,46,0,82,7219,18,0,0,0,0,0,0,0,0,0,0,0,647550,299,222,166,5,3,48,26,37,14,Red
31-Dec-06,South Carolina,21547,0,45923,65660,0,1675,31,44,97,0,5618,8009,0,0,0,0,0,0,0,0,0,0,0,0,148604,359,253,163,10,14,66,44,42,20,Red
31-Dec-14,Tennessee,103268,0,229718,189845,0,10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533394,370,246,160,7,2,77,43,60,21,Red
31-Dec-07,Indiana,0,0,74545,104199,0,3024,0,1,39,0,11,5045,0,0,0,0,0,0,0,0,0,0,0,0,186864,333,231,160,12,9,50,38,44,20,Red
31-Dec-11,Missouri,27697,0,167789,160145,3846,7351,0,47,110,0,8971,18958,9,0,0,0,0,0,0,0,0,0,0,0,394923,364,276,158,13,9,96,28,42,18,Red
31-Dec-12,Missouri,40304,0,219811,203285,7185,10572,0,147,333,0,11308,20344,14,0,0,0,0,0,0,0,0,0,0,0,513303,389,283,153,8,8,114,29,64,13,Red
31-Dec-13,Tennessee,124271,0,249753,216448,0,10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600869,327,223,152,11,9,51,18,67,19,Red
31-Dec-13,Indiana,173553,0,215778,183676,8997,7913,1,3,50,0,30,7120,3,0,0,0,0,0,0,0,0,0,0,0,597124,311,238,149,6,7,76,19,41,13,Red
31-Dec-17,Indiana,389171,0,249127,156718,15701,8449,1322,49,103,12,1883,6264,136,188,1,3,0,0,696,416,49,35,30,4,830357,360,291,147,14,6,124,20,39,10,Red
31-Dec-15,Indiana,639313,0,249169,160378,12898,7835,26,21,43,2,166,6657,33,175,2,2,0,0,122,51,7,6,11,0,1076917,272,209,147,9,5,48,22,29,12,Red
31-Dec-10,Tennessee,102940,0,166078,135550,0,6442,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411024,356,219,146,12,11,50,35,83,19,Red
31-Dec-07,South Carolina,24486,0,50001,61141,0,1742,6,61,103,0,5165,7428,0,0,0,0,0,0,0,0,0,0,0,0,150133,349,235,144,6,18,67,40,60,14,Red
31-Dec-16,Kentucky,3372613,0,140721,109030,3886,6943,2,118,117,9,20946,22117,74,45,25,0,0,0,107,77,5,3,8,1,3676847,260,207,143,7,8,49,20,22,11,Red
31-Dec-14,South Carolina,83278,0,95071,79138,4018,3688,0,37,48,1,12586,11871,28,0,0,0,0,0,0,0,0,0,0,0,289764,301,219,138,8,11,62,31,34,17,Red
31-Dec-13,Missouri,62745,0,240764,212607,8091,10768,0,99,215,1,11915,19762,42,0,0,0,0,0,0,0,0,0,0,0,567009,371,273,137,14,6,116,41,45,12,Red
31-Dec-18,Indiana,474341,7754,224264,147222,18923,9522,256,74,99,30,5770,5814,191,400,23,11,0,0,710,509,177,26,26,6,896148,371,294,136,10,7,141,33,29,15,Red
31-Dec-09,Indiana,31606,0,110487,118446,1251,6229,0,0,20,0,23,5741,0,0,0,0,0,0,0,0,0,0,0,0,273803,293,209,136,8,14,51,34,40,10,Red
31-Dec-10,South Carolina,48351,0,70314,61328,883,2288,2,47,40,0,8376,9984,15,0,0,0,0,0,0,0,0,0,0,0,201628,280,207,136,8,7,56,22,34,17,Red
31-Dec-16,Oklahoma,0,0,166181,130514,13098,10661,0,140,159,5,21832,21324,113,0,0,0,0,0,247,236,47,17,12,4,364590,243,171,135,9,9,18,31,23,18,Red
31-Dec-12,South Carolina,77286,0,113109,86155,2723,3914,3,58,62,0,12211,12871,16,0,0,0,0,0,0,0,0,0,0,0,308408,324,237,134,9,13,81,31,45,11,Red
31-Dec-08,Indiana,0,0,94880,115552,0,4106,0,0,19,0,14,5329,0,0,0,0,0,0,0,0,0,0,0,0,219900,306,220,134,16,4,66,28,39,19,Red
31-Dec-17,Oklahoma,0,0,144736,121829,12149,11527,0,189,232,4,22143,20236,86,0,0,0,0,0,614,512,57,14,19,4,334351,239,163,131,5,5,22,25,32,19,Red
31-Dec-19,Oklahoma,41455,0,145542,104379,14801,12225,634,211,168,20,22306,17281,118,28,3,1,1,0,394,315,118,14,27,2,360043,264,189,129,11,12,37,27,37,11,Red
31-Dec-17,Kentucky,4362693,0,127240,99223,3613,6624,12,133,135,3,21020,20081,30,69,34,0,0,0,281,255,12,10,6,6,4641480,263,192,128,6,6,52,25,33,13,Red
31-Dec-12,Indiana,89993,0,188980,174306,7403,7372,0,2,19,0,11,7520,1,0,0,0,0,0,0,0,0,0,0,0,475607,275,205,128,9,7,61,20,37,13,Red
31-Dec-11,South Carolina,52126,0,81206,70232,1449,2748,12,60,76,1,10157,11332,20,0,0,0,0,0,0,0,0,0,0,0,229419,319,223,126,10,12,75,38,40,18,Red
31-Dec-13,South Carolina,102873,0,110001,90764,3632,3802,9,62,80,0,12349,12098,25,0,0,0,0,0,0,0,0,0,0,0,335695,296,224,126,9,13,76,20,33,19,Red
31-Dec-08,South Carolina,31913,0,70257,65954,0,2537,24,29,41,0,6144,8042,0,0,0,0,0,0,0,0,0,0,0,0,184941,304,206,125,9,18,54,31,43,24,Red
31-Dec-12,Oklahoma,0,0,158678,146545,6316,10714,0,78,85,0,19220,26316,24,0,0,0,0,0,0,0,0,0,0,0,367976,212,149,121,10,10,8,24,18,21,Red
31-Dec-11,Mississippi,4875,0,56615,86909,1087,3228,0,385,489,1,11944,19501,25,0,0,0,0,0,0,0,0,0,0,0,185059,187,138,121,6,4,7,26,14,9,Red
31-Dec-19,Indiana,227637,810006,228087,140126,19698,9861,279,97,72,21,7475,5194,230,227,9,4,0,0,619,535,328,27,31,2,1450565,247,185,118,3,1,63,25,29,8,Red
31-Dec-19,Mississippi,20766,1,97345,77832,4703,5131,1,258,145,14,18863,12960,42,93,13,0,0,0,113,80,20,3,5,0,238388,189,153,117,4,3,29,11,23,2,Red
31-Dec-09,South Carolina,53242,0,78235,64021,348,2746,7,37,46,0,6883,9019,0,0,0,0,0,0,0,0,0,0,0,0,214584,286,197,115,4,12,66,28,41,20,Red
31-Dec-11,Indiana,78242,0,136250,130012,3860,4715,0,0,18,0,7,6735,1,0,0,0,0,0,0,0,0,0,0,0,359840,284,183,115,9,12,47,36,43,22,Red
31-Dec-08,Mississippi,6416,0,54973,90221,0,3033,1,364,410,0,9462,16188,0,0,0,0,0,0,0,0,0,0,0,0,181068,184,142,115,4,11,12,15,20,7,Red
31-Dec-15,Oklahoma,0,0,165875,127273,10439,10787,0,93,120,6,21472,22967,93,0,0,0,0,0,66,66,7,5,7,0,359276,233,149,113,8,9,19,33,32,19,Red
31-Dec-18,Kentucky,4655016,0,112323,93157,5039,6875,31,239,207,7,20639,18031,24,134,64,0,0,0,282,335,24,5,7,2,4912441,237,179,112,12,6,49,17,32,9,Red
31-Dec-10,Alabama,4621,0,116963,136519,1771,5465,19,115,183,1,19574,23341,35,0,0,0,0,0,0,0,0,0,0,0,308607,199,135,112,0,23,0,23,24,17,Red
31-Dec-07,Kentucky,1360388,0,77636,108671,0,5511,0,163,346,0,12692,22443,0,0,0,0,0,0,0,0,0,0,0,0,1587850,196,131,111,5,11,4,19,27,19,Red
31-Dec-13,Oklahoma,0,0,163291,154106,7578,10662,0,61,45,0,20085,24772,33,0,0,0,0,0,0,1,0,0,0,0,380634,191,127,108,6,8,5,24,24,16,Red
31-Dec-08,Oklahoma,0,0,86615,96827,0,6724,1,81,144,0,11137,20083,0,0,0,0,0,0,0,0,0,0,0,0,221612,212,128,106,6,10,6,33,28,23,Red
31-Dec-07,Oklahoma,0,0,66041,87593,0,5056,0,165,217,0,10414,19595,0,0,0,0,0,0,0,0,0,0,0,0,189081,222,132,105,9,8,10,35,36,19,Red
31-Dec-09,Oklahoma,0,0,96676,95024,1011,7408,0,92,154,0,12888,21309,0,0,0,0,0,0,0,0,0,0,0,0,234562,225,125,104,10,4,7,45,25,30,Red
31-Dec-15,Mississippi,10652,0,109994,90161,3141,4700,397,384,324,5,15061,17454,30,0,0,0,0,0,22,35,8,2,1,1,252372,159,126,102,3,5,16,11,14,8,Red
31-Dec-07,Mississippi,7458,0,47222,92708,0,2415,0,461,641,0,9018,15375,0,0,0,0,0,0,0,0,0,0,0,0,175298,152,119,102,5,9,3,15,12,6,Red
31-Dec-19,Kentucky,1782427,2069338,126820,90486,5650,7313,71,302,236,7,21257,16151,30,120,108,0,0,0,288,243,25,5,12,3,4120892,221,174,101,9,5,59,23,20,4,Red
31-Dec-16,Mississippi,22564,0,119050,92822,4081,5263,28,303,230,4,16013,15672,58,0,0,0,0,0,40,23,2,2,5,1,276161,154,128,101,4,6,17,4,14,8,Red
31-Dec-12,Kentucky,2279591,0,117969,129589,2179,7804,9,132,189,1,21388,30476,31,0,0,0,0,0,0,0,0,0,0,0,2589358,192,122,101,4,8,9,28,29,13,Red
31-Dec-18,Mississippi,27727,0,95091,79852,4408,5945,1,267,158,9,19032,14356,31,32,4,0,0,0,186,135,26,8,9,1,247278,142,118,99,3,2,14,7,15,2,Red
31-Dec-11,Oklahoma,1,0,109524,109833,3327,7750,1,102,128,0,16798,24336,16,0,0,0,0,0,0,0,0,0,0,0,271816,204,131,99,8,9,15,26,21,26,Red
31-Dec-12,Mississippi,5190,0,72957,104362,2032,4151,2,449,425,1,12610,20087,31,0,0,0,0,0,0,0,0,0,0,0,222297,174,132,99,7,5,21,13,21,8,Red
31-Dec-10,Mississippi,3826,0,50788,80935,919,2950,1,466,545,2,10953,18470,18,0,0,0,0,0,0,0,0,0,0,0,169873,165,120,98,3,12,7,21,19,5,Red
31-Dec-14,Mississippi,8266,0,78174,88191,2158,4007,610,474,354,3,13965,18609,18,0,0,0,0,0,0,0,0,0,0,0,214829,161,122,97,2,3,20,14,17,8,Red
31-Dec-06,Missouri,10166,0,51629,147089,0,2057,0,22,120,0,2347,16944,0,0,0,0,0,0,0,0,0,0,0,0,230374,334,246,96,13,14,123,36,41,11,Red
31-Dec-18,Oklahoma,12325,0,135474,113538,14888,12821,78,203,165,10,22291,18854,106,0,0,0,0,0,721,592,165,21,35,4,332291,202,134,95,7,3,29,28,29,11,Red
31-Dec-06,Mississippi,2661,0,48789,99937,0,2327,0,517,698,0,8979,15179,0,0,0,0,0,0,0,0,0,0,0,0,179087,173,121,93,5,7,16,18,24,10,Red
31-Dec-17,Arkansas,39473,8380,72100,76765,2765,4498,497,114,137,1,13259,19207,35,0,0,0,0,0,165,199,14,5,12,3,237629,250,168,92,11,4,61,23,52,7,Red
31-Dec-07,Missouri,31449,0,81328,139515,0,3098,0,30,151,0,2697,15817,0,0,0,0,0,0,0,0,0,0,0,0,274085,351,247,92,18,10,127,34,55,15,Red
31-Dec-07,Arkansas,21203,0,40060,78154,0,2790,19,128,327,0,6750,20393,0,0,0,0,0,0,0,0,0,0,0,0,169824,191,130,92,7,10,21,20,29,12,Red
31-Dec-15,Kentucky,2923972,0,128700,109642,3216,6991,5,68,101,3,20754,24745,29,38,31,1,0,0,34,36,1,2,2,0,3218371,209,141,91,1,9,40,30,26,12,Red
31-Dec-17,Mississippi,21615,0,103312,84199,3457,5091,14,372,266,5,17993,15176,31,0,0,0,0,0,160,140,11,4,3,3,251852,149,111,90,4,3,14,12,20,6,Red
31-Dec-09,Kentucky,1943007,0,90376,108036,707,6958,12,115,222,0,15098,25047,0,0,0,0,0,0,0,0,0,0,0,0,2189578,170,112,90,5,6,11,22,27,9,Red
31-Dec-14,Oklahoma,0,0,147548,135431,8963,10722,0,58,60,6,21021,24643,43,0,0,0,0,0,0,0,0,0,0,0,348495,167,104,88,5,5,6,29,28,6,Red
31-Dec-19,Arkansas,35865,9224,68549,68773,4399,4947,161,154,157,3,13212,15575,43,0,0,0,0,0,102,151,19,1,9,0,221344,231,177,87,10,5,75,21,29,4,Red
31-Dec-10,Oklahoma,0,0,95249,91058,2427,6584,0,94,156,0,15038,23289,14,0,0,0,0,0,0,0,0,0,0,0,233909,188,111,86,8,7,10,24,32,21,Red
31-Dec-06,Oklahoma,0,0,59362,95241,0,4574,0,124,250,0,10602,20588,0,0,0,0,0,0,0,0,0,0,0,0,190741,207,133,85,12,12,24,18,35,21,Red
31-Dec-14,Kentucky,2221902,0,103090,109069,2331,6842,4,42,80,4,21159,27620,41,0,0,0,0,0,0,0,0,0,0,0,2492184,160,112,85,1,5,21,16,26,6,Red
31-Dec-10,Indiana,105419,0,112615,114450,2849,4145,0,0,22,0,21,6126,3,0,0,0,0,0,0,0,0,0,0,0,345650,198,142,83,11,7,41,19,25,12,Red
31-Dec-09,Mississippi,2970,0,51789,80682,445,3276,1,522,606,0,10121,16645,0,0,0,0,0,0,0,0,0,0,0,0,167057,151,105,83,9,6,7,22,15,9,Red
31-Dec-06,Arkansas,14281,0,37171,87465,0,2649,1,63,233,0,6914,21352,0,0,0,0,0,0,0,0,0,0,0,0,170129,201,134,82,15,10,27,22,34,11,Red
31-Dec-13,Kentucky,1268713,0,122316,127608,2640,7550,8,82,119,2,20825,28448,20,0,0,0,0,0,0,0,0,0,0,0,1578331,165,111,82,10,6,13,23,22,9,Red
31-Dec-13,Mississippi,8768,0,83754,100270,2055,4261,55,405,368,2,12869,18886,18,0,0,0,0,0,0,0,0,0,0,0,231711,142,110,80,3,8,19,9,14,9,Red
31-Dec-08,Kentucky,1641815,0,86095,109564,0,6363,32,143,237,0,13495,23357,0,0,0,0,0,0,0,0,0,0,0,0,1881101,182,121,78,8,13,22,25,27,9,Red
31-Dec-06,Kentucky,516563,0,75234,120916,0,5508,36833,113,255,0,13026,23151,0,0,0,0,0,0,0,0,0,0,0,0,791599,150,98,78,6,8,6,22,16,14,Red
31-Dec-11,Kentucky,2019543,0,92936,111518,1358,6362,14,96,146,0,19530,29307,22,0,0,0,0,0,0,0,0,0,0,0,2280832,150,100,77,6,5,12,13,24,13,Red
31-Dec-10,Kentucky,2149338,0,84311,99910,1177,5893,66,96,154,2,17445,27164,23,0,0,0,0,0,0,0,0,0,0,0,2385579,180,116,76,6,16,18,19,25,20,Red
31-Dec-16,Arkansas,55456,7036,80244,82120,3059,4400,143,77,116,3,12645,20532,29,0,0,0,0,0,72,64,6,7,4,1,266014,209,151,72,11,3,65,25,25,8,Red
31-Dec-18,Arkansas,57824,9811,66321,72975,3586,5118,690,156,188,7,13691,17571,31,0,0,0,0,0,174,239,38,8,7,4,248439,218,156,66,6,5,79,17,38,7,Red
31-Dec-08,Arkansas,31181,0,49419,79698,0,3127,31,83,269,0,7330,20661,0,0,0,0,0,0,0,0,0,0,0,0,191799,157,110,65,1,9,35,17,25,5,Red
31-Dec-12,Arkansas,36490,0,69481,94539,1336,4431,2,116,283,0,12116,27388,11,0,0,0,0,0,0,0,0,0,0,0,246193,166,108,55,4,6,43,28,25,5,Red
31-Dec-14,Arkansas,48399,0,60520,82670,1556,4086,28,54,106,1,11995,24835,32,0,0,0,0,0,0,0,0,0,0,0,234282,154,111,55,3,10,43,17,23,3,Red
31-Dec-09,Arkansas,43585,0,55239,76494,224,3331,69,105,218,0,8469,22108,0,0,0,0,0,0,0,0,0,0,0,0,209842,171,107,54,5,5,43,21,38,5,Red
31-Dec-13,Arkansas,66434,0,74884,94837,1278,4335,0,73,148,4,11797,25918,28,0,0,0,0,0,0,0,0,0,0,0,279736,154,110,53,5,5,47,22,17,5,Red
31-Dec-11,Arkansas,30087,0,54659,78806,768,3672,1403,75,269,0,10650,25822,17,0,0,0,0,0,0,0,0,0,0,0,206228,153,110,52,4,6,48,22,17,4,Red
31-Dec-15,Arkansas,55516,0,77394,83097,2264,4248,7,74,98,1,12131,22442,17,0,0,0,0,0,25,27,2,2,1,0,257346,164,110,51,10,4,45,18,30,6,Red
31-Dec-15,Kansas,19880,0,76665,69909,3622,3965,31,28,32,2,6351,5277,23,8,0,1,0,0,33,29,2,1,0,0,185859,125,91,51,4,4,32,9,14,11,Red
31-Dec-10,Arkansas,31305,0,49992,72206,636,3145,64,148,372,2,9655,23910,13,0,0,0,0,0,0,0,0,0,0,0,191448,130,93,49,7,4,33,12,21,4,Red
31-Dec-18,Kansas,20530,74,65870,61798,6478,4580,3,63,47,9,7385,4224,99,284,73,9,0,0,189,252,75,1,3,1,172047,110,78,47,0,2,29,7,19,6,Red
31-Dec-17,Kansas,28391,48,73959,66850,5094,4082,4,60,41,7,7579,4654,61,237,79,7,0,0,132,127,28,5,5,1,191451,129,79,44,4,7,24,16,26,8,Red
31-Dec-16,Kansas,19402,24,81116,73748,5323,4271,20,36,20,2,7192,5077,70,105,41,12,0,0,39,34,5,4,7,0,196548,96,61,43,5,1,12,8,19,8,Red
31-Dec-08,Kansas,0,0,50572,64304,0,3277,0,17,18,0,3483,4413,0,0,0,0,0,0,0,0,0,0,0,0,126084,110,61,41,2,3,15,15,17,17,Red
31-Dec-15,Nebraska,49150,0,1809,26998,213,68,0,1,9,0,61,984,2,34,8,0,0,0,0,2,1,0,0,0,79340,61,43,41,1,1,0,9,8,1,Red
31-Dec-13,Kansas,35236,0,83208,90424,3159,4474,19,17,31,1,5616,5912,8,0,0,0,0,0,0,0,0,0,0,0,228105,112,78,39,9,5,25,8,16,10,Red
31-Dec-09,Kansas,0,0,59429,70038,644,4185,0,24,34,0,3816,4814,0,0,0,0,0,0,0,0,0,0,0,0,142984,118,85,38,9,0,38,14,11,8,Red
31-Dec-19,Kansas,18691,72,66735,58576,6527,4380,0,113,61,21,7271,3717,122,375,84,10,0,0,135,87,22,5,5,1,167010,93,56,37,1,0,18,12,13,12,Red
31-Dec-12,Nebraska,48284,0,1206,34758,185,51,0,0,4,0,50,1322,0,0,0,0,0,0,0,0,0,0,0,0,85860,52,42,37,2,1,2,5,4,1,Red
31-Dec-12,Kansas,18323,0,82285,90441,2885,4905,2,44,109,1,5756,6209,12,0,0,0,0,0,0,0,0,0,0,0,210972,84,50,36,1,1,12,12,13,9,Red
31-Dec-11,Nebraska,32299,0,1225,30806,137,51,24,0,10,0,38,1268,2,0,0,0,0,0,0,0,0,0,0,0,65860,65,42,35,2,1,4,7,9,7,Red
31-Dec-06,Kansas,0,0,34485,63318,0,2285,0,56,60,0,3413,5526,0,0,0,0,0,0,0,0,0,0,0,0,109143,126,70,33,6,4,27,14,33,9,Red
31-Dec-17,Utah,161939,403,45085,49570,3036,0,0,10,29,2,3138,4302,10,1859,689,405,0,0,0,0,0,0,0,0,270477,73,46,32,0,3,11,7,12,8,Red
31-Dec-11,Kansas,13549,0,60955,74165,1769,3709,14,20,37,0,4949,5723,8,0,0,0,0,0,0,0,0,0,0,0,164898,110,73,31,3,5,34,11,16,10,Red
31-Dec-15,Iowa,108952,0,2678,34192,315,66,147,1,5,0,22,895,4,14,13,2,0,0,0,2,1,0,0,0,147309,72,49,31,0,2,16,10,5,8,Red
31-Dec-16,Utah,178393,266,47401,54133,3514,1191,0,3,7,0,2971,4039,2,1773,813,401,0,0,0,0,0,0,0,0,294907,71,42,31,1,0,10,6,20,3,Red
31-Dec-16,West Virginia,26806,0,92124,81105,3643,5283,73,77,131,3,13487,19330,22,85,11,12,0,0,75,61,8,7,7,0,242350,76,47,30,2,0,15,4,21,4,Red
31-Dec-10,Kansas,4008,0,57808,67562,1360,3278,7,29,39,0,4538,5517,10,0,0,0,0,0,0,0,0,0,0,0,144156,100,63,30,4,1,28,13,18,6,Red
31-Dec-16,Nebraska,58386,664,1717,26494,260,82,1,0,3,1,81,869,4,59,26,2,0,0,2,11,1,0,0,0,88663,41,30,30,0,0,0,9,2,0,Red
31-Dec-07,Kansas,0,0,40613,60477,0,2416,0,19,22,0,3260,4695,0,0,0,0,0,0,0,0,0,0,0,0,111502,104,63,29,5,3,26,12,23,6,Red
31-Dec-10,Nebraska,27728,0,897,28141,98,45,21,6,22,0,47,1278,0,0,0,0,0,0,0,0,0,0,0,0,58283,51,32,29,1,2,0,8,5,6,Red
31-Dec-17,Nebraska,45865,981,1669,24473,227,54,0,3,9,0,68,752,4,107,33,4,0,0,0,69,0,0,0,0,74318,43,31,27,2,2,0,4,5,3,Red
31-Dec-12,West Virginia,3025,0,78593,98749,1837,5176,9,38,96,2,11476,26571,8,0,0,0,0,0,0,0,0,0,0,0,225580,66,47,26,5,2,14,7,7,5,Red
31-Dec-15,Utah,149612,0,41687,49217,2151,2225,0,7,4,5,2878,4166,3,2017,735,107,0,0,0,0,0,0,0,0,254814,54,34,26,2,0,6,5,6,9,Red
31-Dec-19,Nebraska,43394,1132,1269,21167,296,40,0,0,4,1,55,546,3,246,48,1,0,0,0,34,0,0,0,0,68236,45,35,26,2,2,5,2,4,4,Red
31-Dec-17,West Virginia,25259,0,79813,76655,3364,4946,162,184,200,3,14026,17476,15,84,6,19,0,0,300,240,5,3,4,4,222768,79,45,25,4,4,12,8,23,3,Red
31-Dec-16,Iowa,161841,540,2790,35254,393,70,309,0,4,0,9,754,2,176,106,8,0,0,0,19,1,0,1,0,202277,71,43,25,2,1,15,12,10,6,Red
31-Dec-17,Iowa,107424,17124,2376,32328,478,53,24,0,6,1,13,677,4,282,79,4,0,0,12,93,3,0,0,0,160981,100,57,25,1,5,26,18,18,7,Red
31-Dec-14,Utah,172139,0,33765,47327,1308,1757,4,21,9,9,2987,4482,4,0,0,0,0,0,0,0,0,0,0,0,263812,61,36,25,4,2,5,6,9,10,Red
31-Dec-13,Utah,214194,0,45853,54492,1149,1655,0,17,3,3,2871,4365,2,0,0,0,0,0,0,0,0,0,0,0,324604,49,31,25,2,1,3,6,7,5,Red
31-Dec-06,West Virginia,17,0,33208,73218,0,2497,5,29,131,0,6807,22012,0,1,0,0,0,0,0,0,0,0,0,0,137925,71,40,24,4,1,11,9,18,4,Red
31-Dec-14,Nebraska,39333,0,1332,26356,184,52,0,2,9,0,58,1241,1,0,0,0,0,0,0,0,0,0,0,0,68568,51,32,24,3,4,1,7,8,4,Red
31-Dec-19,West Virginia,31064,753,71036,69734,4025,4727,29,104,96,4,11813,12416,23,106,10,17,0,0,135,90,4,5,5,0,206196,72,48,23,7,2,16,6,15,3,Red
31-Dec-11,West Virginia,1163,0,60210,82189,1086,4250,17,46,125,1,10488,25911,5,0,0,0,0,0,0,0,0,0,0,0,185491,74,43,23,10,3,7,11,13,7,Red
31-Dec-14,Kansas,22361,0,60729,71160,2953,3810,14,19,20,0,5694,5393,14,0,0,0,0,0,0,0,0,0,0,0,172167,89,56,22,4,4,26,13,12,8,Red
31-Dec-07,Utah,40685,0,29154,55928,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127051,58,38,22,0,0,16,5,10,5,Red
31-Dec-12,Utah,123852,0,42737,53980,898,2033,0,25,6,4,2709,4750,5,0,0,0,0,0,0,0,0,0,0,0,230999,49,29,22,2,1,4,10,6,4,Red
31-Dec-18,Nebraska,48582,719,1461,22404,307,64,0,1,4,2,76,617,5,95,31,3,0,0,0,106,0,0,0,0,74477,43,26,22,0,1,3,5,9,3,Red
31-Dec-09,Nebraska,29559,0,135,28315,39,70,18,1,12,0,19,1160,0,0,0,0,0,0,0,0,0,0,0,0,59328,40,23,22,1,0,0,8,4,5,Red
31-Dec-18,West Virginia,52481,0,75539,76310,4213,4892,84,155,174,1,12545,14418,21,131,10,17,0,0,368,284,28,2,4,1,241678,57,34,21,1,1,11,5,14,4,Red
31-Dec-19,Iowa,64525,85741,2098,28752,548,52,22,0,4,0,23,523,4,345,123,13,0,0,1,24,3,0,1,0,182802,58,36,21,0,0,15,8,8,6,Red
